TrainSet,TestSet,Model,Seed,Experiment,TestAccuracy
D44,All,fc-cnn,450,1,0.566699982
D45,All,fc-cnn,450,1,0.549099982
D46,All,fc-cnn,450,1,0.71420002
D47,All,fc-cnn,450,1,0.620500028
D48,All,fc-cnn,450,1,0.705799997
D49,All,fc-cnn,450,1,0.649999976
D50,All,fc-cnn,450,1,0.566100001
D51,All,fc-cnn,450,1,0.687099993
D52,All,fc-cnn,450,1,0.699699998
D53,All,fc-cnn,450,1,0.70630002
D54,All,fc-cnn,450,1,0.747600019
D55,All,fc-cnn,450,1,0.662500024
D56,All,fc-cnn,450,1,0.703199983
D57,All,fc-cnn,450,1,0.683499992
D58,All,fc-cnn,450,1,0.754899979
D59,All,fc-cnn,450,1,0.818300009
D60,All,fc-cnn,450,1,0.711799979
D61,All,fc-cnn,450,1,0.720700026
D62,All,fc-cnn,450,1,0.783200026
D63,All,fc-cnn,450,1,0.76910001
D64,All,fc-cnn,450,1,0.823499978
D65,All,fc-cnn,450,1,0.810299993
D66,All,fc-cnn,450,1,0.767199993
D67,All,fc-cnn,450,1,0.767099977
D68,All,fc-cnn,450,1,0.801599979
D69,All,fc-cnn,450,1,0.818199992
D70,All,fc-cnn,450,1,0.784099996
D71,All,fc-cnn,450,1,0.721599996
D72,All,fc-cnn,450,1,0.819199979
D73,All,fc-cnn,450,1,0.784099996
D74,All,fc-cnn,450,1,0.79549998
D75,All,fc-cnn,450,1,0.807299972
D76,All,fc-cnn,450,1,0.835900009
D77,All,fc-cnn,450,1,0.846099973
D78,All,fc-cnn,450,1,0.843299985
D79,All,fc-cnn,450,1,0.775399983
D80,All,fc-cnn,450,1,0.748600006
D81,All,fc-cnn,450,1,0.774999976
D82,All,fc-cnn,450,1,0.745999992
D83,All,fc-cnn,450,1,0.727199972
D84,All,fc-cnn,450,1,0.747699976
D85,All,fc-cnn,450,1,0.775399983
D86,All,fc-cnn,450,1,0.643599987
D87,All,fc-cnn,450,1,0.833000004
D88,All,fc-cnn,450,1,0.783500016
D89,All,fc-cnn,450,1,0.741599977
D90,All,fc-cnn,450,1,0.740700006
D91,All,fc-cnn,450,1,0.838500023
D92,All,fc-cnn,450,1,0.818799973
D93,All,fc-cnn,450,1,0.828299999
D94,All,fc-cnn,450,1,0.816399992
D95,All,fc-cnn,450,1,0.824800014
D96,All,fc-cnn,450,1,0.82190001
D97,All,fc-cnn,450,1,0.832899988
D98,All,fc-cnn,450,1,0.853600025
D99,All,fc-cnn,450,1,0.832799971
D100,All,fc-cnn,450,1,0.813499987
D1,All,fc,50,1,0.103200004
D2,All,fc,50,1,0.107000001
D3,All,fc,50,1,0.212500006
D4,All,fc,50,1,0.169
D5,All,fc,50,1,0.150299996
D6,All,fc,50,1,0.169599995
D7,All,fc,50,1,0.224700004
D8,All,fc,50,1,0.333999991
D9,All,fc,50,1,0.34920001
D10,All,fc,50,1,0.417600006
D11,All,fc,50,1,0.332100004
D12,All,fc,50,1,0.268099993
D13,All,fc,50,1,0.341500014
D14,All,fc,50,1,0.274399996
D15,All,fc,50,1,0.178200006
D16,All,fc,50,1,0.193499997
D17,All,fc,50,1,0.203099996
D18,All,fc,50,1,0.311199993
D19,All,fc,50,1,0.251199991
D20,All,fc,50,1,0.346500009
D21,All,fc,50,1,0.462199986
D22,All,fc,50,1,0.428900003
D23,All,fc,50,1,0.570500016
D24,All,fc,50,1,0.631900012
D25,All,fc,50,1,0.566999972
D26,All,fc,50,1,0.550899982
D27,All,fc,50,1,0.4463
D28,All,fc,50,1,0.52670002
D29,All,fc,50,1,0.61500001
D30,All,fc,50,1,0.56099999
D31,All,fc,50,1,0.58130002
D32,All,fc,50,1,0.579299986
D33,All,fc,50,1,0.449699998
D34,All,fc,50,1,0.575100005
D35,All,fc,50,1,0.587700009
D36,All,fc,50,1,0.670799971
D37,All,fc,50,1,0.620400012
D38,All,fc,50,1,0.700500011
D39,All,fc,50,1,0.628700018
D40,All,fc,50,1,0.651000023
D41,All,fc,50,1,0.692700028
D42,All,fc,50,1,0.719200015
D43,All,fc,50,1,0.759899974
D44,All,fc,50,1,0.75849998
D45,All,fc,50,1,0.659799993
D46,All,fc,50,1,0.700999975
D47,All,fc,50,1,0.647000015
D48,All,fc,50,1,0.691600025
D49,All,fc,50,1,0.706700027
D50,All,fc,50,1,0.679700017
D51,All,fc,50,1,0.657199979
D52,All,fc,50,1,0.737299979
D53,All,fc,50,1,0.671700001
D54,All,fc,50,1,0.685100019
D55,All,fc,50,1,0.685299993
D56,All,fc,50,1,0.754499972
D57,All,fc,50,1,0.65200001
D58,All,fc,50,1,0.658900023
D59,All,fc,50,1,0.739400029
D60,All,fc,50,1,0.675100029
D61,All,fc,50,1,0.730400026
D62,All,fc,50,1,0.715900004
D63,All,fc,50,1,0.782000005
D64,All,fc,50,1,0.755800009
D65,All,fc,50,1,0.733799994
D66,All,fc,50,1,0.713699996
D67,All,fc,50,1,0.707199991
D68,All,fc,50,1,0.75910002
D69,All,fc,50,1,0.750699997
D70,All,fc,50,1,0.771799982
D71,All,fc,50,1,0.741299987
D72,All,fc,50,1,0.777700007
D73,All,fc,50,1,0.762499988
D74,All,fc,50,1,0.776199996
D75,All,fc,50,1,0.786000013
D76,All,fc,50,1,0.765699983
D77,All,fc,50,1,0.792200029
D78,All,fc,50,1,0.736100018
D79,All,fc,50,1,0.75999999
D80,All,fc,50,1,0.776300013
D81,All,fc,50,1,0.792400002
D82,All,fc,50,1,0.82980001
D83,All,fc,50,1,0.774500012
D84,All,fc,50,1,0.758700013
D85,All,fc,50,1,0.744300008
D86,All,fc,50,1,0.797699988
D87,All,fc,50,1,0.835200012
D88,All,fc,50,1,0.798099995
D89,All,fc,50,1,0.746999979
D90,All,fc,50,1,0.781000018
D91,All,fc,50,1,0.828400016
D92,All,fc,50,1,0.759599984
D93,All,fc,50,1,0.783299983
D94,All,fc,50,1,0.806900024
D95,All,fc,50,1,0.804700017
D96,All,fc,50,1,0.813799977
D97,All,fc,50,1,0.825299978
D98,All,fc,50,1,0.83859998
D99,All,fc,50,1,0.832199991
D100,All,fc,50,1,0.819599986
D1,All,fc-cnn,123,1,0.098099999
D2,All,fc-cnn,123,1,0.126699999
D3,All,fc-cnn,123,1,0.100900002
D4,All,fc-cnn,123,1,0.100900002
D5,All,fc-cnn,123,1,0.100900002
D6,All,fc-cnn,123,1,0.100900002
D7,All,fc-cnn,123,1,0.203400001
D8,All,fc-cnn,123,1,0.102899998
D9,All,fc-cnn,123,1,0.103699997
D10,All,fc-cnn,123,1,0.149599999
D11,All,fc-cnn,123,1,0.228699997
D12,All,fc-cnn,123,1,0.0977
D13,All,fc-cnn,123,1,0.097400002
D14,All,fc-cnn,123,1,0.1206
D15,All,fc-cnn,123,1,0.216499999
D16,All,fc-cnn,123,1,0.321799994
D17,All,fc-cnn,123,1,0.350600004
D18,All,fc-cnn,123,1,0.336100012
D19,All,fc-cnn,123,1,0.334300011
D20,All,fc-cnn,123,1,0.243599996
D21,All,fc-cnn,123,1,0.510599971
D22,All,fc-cnn,123,1,0.245900005
D23,All,fc-cnn,123,1,0.385899991
D24,All,fc-cnn,123,1,0.445300013
D25,All,fc-cnn,123,1,0.538900018
D26,All,fc-cnn,123,1,0.53640002
D27,All,fc-cnn,123,1,0.551599979
D28,All,fc-cnn,123,1,0.542500019
D29,All,fc-cnn,123,1,0.595099986
D30,All,fc-cnn,123,1,0.658100009
D31,All,fc-cnn,123,1,0.565599978
D32,All,fc-cnn,123,1,0.577300012
D33,All,fc-cnn,123,1,0.63410002
D34,All,fc-cnn,123,1,0.606700003
D35,All,fc-cnn,123,1,0.570500016
D36,All,fc-cnn,123,1,0.5898
D37,All,fc-cnn,123,1,0.693799973
D38,All,fc-cnn,123,1,0.640900016
D39,All,fc-cnn,123,1,0.642400026
D40,All,fc-cnn,123,1,0.710399985
D41,All,fc-cnn,123,1,0.726100028
D42,All,fc-cnn,123,1,0.752200007
D43,All,fc-cnn,123,1,0.757700026
D44,All,fc-cnn,123,1,0.722599983
D45,All,fc-cnn,123,1,0.700200021
D46,All,fc-cnn,123,1,0.638899982
D47,All,fc-cnn,123,1,0.555199981
D48,All,fc-cnn,123,1,0.750699997
D49,All,fc-cnn,123,1,0.693400025
D50,All,fc-cnn,123,1,0.52579999
D51,All,fc-cnn,123,1,0.722500026
D52,All,fc-cnn,123,1,0.706099987
D53,All,fc-cnn,123,1,0.731599987
D54,All,fc-cnn,123,1,0.734600008
D55,All,fc-cnn,123,1,0.723200023
D56,All,fc-cnn,123,1,0.755800009
D57,All,fc-cnn,123,1,0.682600021
D58,All,fc-cnn,123,1,0.717400014
D59,All,fc-cnn,123,1,0.729799986
D60,All,fc-cnn,123,1,0.77579999
D61,All,fc-cnn,123,1,0.809800029
D62,All,fc-cnn,123,1,0.750199974
D63,All,fc-cnn,123,1,0.724300027
D64,All,fc-cnn,123,1,0.781000018
D65,All,fc-cnn,123,1,0.779200017
D66,All,fc-cnn,123,1,0.802299976
D67,All,fc-cnn,123,1,0.828199983
D68,All,fc-cnn,123,1,0.78670001
D69,All,fc-cnn,123,1,0.791800022
D70,All,fc-cnn,123,1,0.793900013
D71,All,fc-cnn,123,1,0.814199984
D72,All,fc-cnn,123,1,0.845600009
D73,All,fc-cnn,123,1,0.800800025
D74,All,fc-cnn,123,1,0.818300009
D75,All,fc-cnn,123,1,0.843900025
D76,All,fc-cnn,123,1,0.836399972
D77,All,fc-cnn,123,1,0.852199972
D78,All,fc-cnn,123,1,0.861699998
D79,All,fc-cnn,123,1,0.864499986
D80,All,fc-cnn,123,1,0.845000029
D81,All,fc-cnn,123,1,0.810500026
D82,All,fc-cnn,123,1,0.844099998
D83,All,fc-cnn,123,1,0.84890002
D84,All,fc-cnn,123,1,0.808600008
D85,All,fc-cnn,123,1,0.775699973
D86,All,fc-cnn,123,1,0.855199993
D87,All,fc-cnn,123,1,0.85619998
D88,All,fc-cnn,123,1,0.824599981
D89,All,fc-cnn,123,1,0.816600025
D90,All,fc-cnn,123,1,0.777400017
D91,All,fc-cnn,123,1,0.83130002
D92,All,fc-cnn,123,1,0.868399978
D93,All,fc-cnn,123,1,0.869899988
D94,All,fc-cnn,123,1,0.885599971
D95,All,fc-cnn,123,1,0.862200022
D96,All,fc-cnn,123,1,0.810400009
D97,All,fc-cnn,123,1,0.86500001
D98,All,fc-cnn,123,1,0.8829
D99,All,fc-cnn,123,1,0.798099995
D100,All,fc-cnn,123,1,0.80309999
